"Número de pedido";"Fecha de creación";"Gestion";"Estado";"Fulfillment Status";"Tracking status";"Delivery Tracking ID";"Delivery Transaction ID";"Originating Channel";"Origin Store Location: Name"
"229478099";"17/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229478099001";"000229478099001";"E-Commerce";"Community"
"230577297";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323761140";"000230577297001";"Call Center";"CAT TECHNOLOGIES"
"229903872";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998780";"000229903872001";"Call Center";"Konecta Recambio"
"229837768";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814210";"000229837768001";"Call Center";"Konecta Recambio"
"229920057";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816500";"000229920057001";"Call Center";"Activo Contact Center"
"229986534";"12/12/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323822840";"000229986534001";"Call Center";"Konecta Recambio"
"230523111";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999001100";"000230523111001";"Call Center";"Teleperformance Ventas"
"229837591";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998430";"000229837591001";"Call Center";"Konecta Recambio"
"228639892";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323763750";"000228639892001";"E-Commerce";"Community"
"229519354";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808610";"000229519354001";"E-Commerce";"Community"
"230593175";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845550";"000230593175001";"E-Commerce";"Community"
"228994434";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323788280";"000228994434001";"Call Center";"CAT TECHNOLOGIES"
"229905580";"27/12/2019";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820110";"000229905580001";"Call Center";"Contingencia Telefónica OC"
"228949484";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779450";"000228949484001";"E-Commerce";"Community"
"230419026";"27/12/2019";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838850";"000230419026001";"Call Center";"Teleperformance Ventas"
"229983907";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229983907001";"000229983907001";"E-Commerce";"Community"
"228927599";"16/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323776310";"000228927599001";"Call Center";"CAT TECHNOLOGIES"
"229205638";"13/03/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789830";"000229205638001";"Call Center";"Konecta Recambio"
"229959366";"05/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323759560";"000229959366001";"Call Center";"Teleperformance Ventas"
"228963757";"25/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323757930";"000228963757001";"Call Center";"Teleperformance Ventas"
"229999629";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823240";"000229999629001";"Call Center";"CAT TECHNOLOGIES"
"229439320";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803230";"000229439320001";"E-Commerce";"Community"
"229288630";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799250";"000229288630001";"E-Commerce";"Community"
"230028649";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823740";"000230028649001";"Call Center";"Teleperformance Ventas"
"229537143";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810230";"000229537143001";"E-Commerce";"Community"
"230597537";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845710";"000230597537001";"E-Commerce";"Community"
"228900031";"03/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998996800";"000228900031001";"Call Center";"Teleperformance Ventas"
"229477455";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805320";"000229477455001";"E-Commerce";"Community"
"230417799";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838840";"000230417799001";"Call Center";"Teleperformance Ventas"
"230579851";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842080";"000230579851001";"Call Center";"Konecta Recambio"
"229816319";"08/01/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813550";"000229816319001";"Call Center";"Teleperformance Ventas"
"230592193";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00001000085150";"000230592193001";"Call Center";"CAT TECHNOLOGIES"
"230539362";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323841250";"000230539362001";"Call Center";"CAT TECHNOLOGIES"
"228828121";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769330";"000228828121001";"Call Center";"Teleperformance Ventas"
"230348589";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833470";"000230348589001";"Call Center";"Contingencia Telefónica OC"
"229995633";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323822310";"000229995633001";"Call Center";"Teleperformance Ventas"
"230490119";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323836190";"000230490119001";"Call Center";"Konecta Recambio"
"228945839";"20/03/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323776640";"000228945839001";"Call Center";"Activo Contact Center"
"230525738";"07/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840810";"000230525738001";"Call Center";"Teleperformance Ventas"
"228335443";"08/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323735000";"000228335443001";"E-Commerce";"Community"
"229189386";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229189386001";"000229189386001";"E-Commerce";"Community"
"230279884";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832100";"000230279884001";"E-Commerce";"Community"
"229008147";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782380";"000229008147001";"E-Commerce";"Community"
"230598806";"04/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842590";"000230598806001";"Call Center";"Teleperformance Ventas"
"229008072";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782370";"000229008072001";"E-Commerce";"Community"
"229251594";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797330";"000229251594001";"E-Commerce";"Community"
"230477486";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323835990";"000230477486001";"Call Center";"Contingencia Telefónica OC"
"228551749";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228551749001";"000228551749001";"E-Commerce";"Community"
"230537519";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760970";"000230537519001";"Call Center";"CAT TECHNOLOGIES"
"229870167";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819160";"000229870167001";"Call Center";"Konecta Recambio"
"229231449";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229231449001";"000229231449001";"E-Commerce";"Community"
"230552458";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323837730";"000230552458001";"E-Commerce";"Community"
"230597230";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842500";"000230597230001";"Call Center";"Konecta Recambio"
"229477832";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791540";"000229477832001";"Call Center";"Teleperformance Ventas"
"228947510";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779340";"000228947510001";"E-Commerce";"Community"
"230553028";"20/10/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999001310";"000230553028001";"Call Center";"CAT TECHNOLOGIES"
"229481904";"12/11/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805810";"000229481904001";"E-Commerce";"Community"
"228899739";"27/06/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323772080";"000228899739001";"E-Commerce";"Community"
"230420273";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834930";"000230420273001";"Call Center";"Konecta Recambio"
"228833271";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769380";"000228833271001";"E-Commerce";"Community"
"230407525";"15/09/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834580";"000230407525001";"E-Commerce";"Community"
"230139022";"30/09/2023";"Cambio de SIM";"Iniciada";"In Progress";"Factura Emitida";"";"";"Social Media";"Teleperformance Whatsapp"
"230538393";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323837240";"000230538393001";"E-Commerce";"Community"
"228857467";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770440";"000228857467001";"E-Commerce";"Community"
"229009668";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782470";"000229009668001";"E-Commerce";"Community"
"228947299";"15/12/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323776720";"000228947299001";"Call Center";"Activo Contact Center"
"229498345";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323807110";"000229498345001";"E-Commerce";"Community"
"229891568";"23/06/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819840";"000229891568001";"Call Center";"Contingencia Telefónica OC"
"230596076";"13/02/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845660";"000230596076001";"E-Commerce";"Community"
"229897128";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815830";"000229897128001";"Call Center";"Konecta Recambio"
"230596813";"01/07/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845810";"000230596813001";"E-Commerce";"Community"
"228336213";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323735070";"000228336213001";"E-Commerce";"Community"
"228306918";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323734000";"000228306918001";"E-Commerce";"Community"
"228730389";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766180";"000228730389001";"E-Commerce";"Community"
"230298321";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832520";"000230298321001";"Call Center";"Konecta Recambio"
"228909506";"08/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775900";"000228909506001";"Call Center";"Konecta Recambio"
"229163757";"16/09/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789220";"000229163757001";"Call Center";"Teleperformance Ventas"
"228639844";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323763740";"000228639844001";"E-Commerce";"Community"
"229007411";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229007411001";"000229007411001";"E-Commerce";"Community"
"229231355";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796270";"000229231355001";"E-Commerce";"Community"
"229232256";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796350";"000229232256001";"E-Commerce";"Community"
"228902750";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323772190";"000228902750001";"E-Commerce";"Community"
"230419504";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834840";"000230419504001";"E-Commerce";"Community"
"229947588";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821010";"000229947588001";"E-Commerce";"Community"
"230639154";"13/10/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323849920";"000230639154001";"Call Center";"CAT TECHNOLOGIES"
"229067416";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784720";"000229067416001";"E-Commerce";"Community"
"230299176";"02/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323839110";"000230299176001";"Call Center";"Teleperformance Ventas"
"228881960";"05/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323788100";"000228881960001";"Call Center";"Activo Contact Center"
"230347894";"18/05/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323827380";"000230347894001";"Call Center";"Teleperformance Ventas"
"230318696";"31/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760340";"000230318696001";"Call Center";"CAT TECHNOLOGIES"
"229992315";"19/01/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823280";"000229992315001";"Call Center";"Teleperformance Ventas"
"229206569";"30/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794630";"000229206569001";"E-Commerce";"Community"
"228855752";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774480";"000228855752001";"Call Center";"Konecta Recambio"
"230373143";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833910";"000230373143001";"E-Commerce";"Community"
"228334123";"04/02/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323722620";"000228334123001";"Call Center";"Teleperformance Ventas"
"230554502";"22/03/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999001320";"000230554502001";"Call Center";"CAT TECHNOLOGIES"
"230367929";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833770";"000230367929001";"E-Commerce";"Community"
"228947469";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779350";"000228947469001";"E-Commerce";"Community"
"229231561";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796310";"000229231561001";"E-Commerce";"Community"
"230144888";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831100";"000230144888001";"E-Commerce";"Community"
"228963868";"01/10/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228963868001";"000228963868001";"E-Commerce";"Community"
"229206708";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794650";"000229206708001";"E-Commerce";"Community"
"229536478";"27/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810140";"000229536478001";"E-Commerce";"Community"
"230419655";"14/12/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838890";"000230419655001";"Call Center";"Konecta Recambio"
"230471232";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000840";"000230471232001";"Call Center";"Apex Ventas"
"230539492";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323837260";"000230539492001";"E-Commerce";"Community"
"229231421";"25/03/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796290";"000229231421001";"E-Commerce";"Community"
"230523985";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323836890";"000230523985001";"E-Commerce";"Community"
"230278434";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832060";"000230278434001";"E-Commerce";"Community"
"230037423";"06/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824020";"000230037423001";"Call Center";"Teleperformance Ventas"
"228899813";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775500";"000228899813001";"Call Center";"CAT TECHNOLOGIES"
"228828333";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769070";"000228828333001";"E-Commerce";"Community"
"228809903";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323772940";"000228809903001";"Call Center";"Teleperformance Ventas"
"228856482";"07/09/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774470";"000228856482001";"Call Center";"Teleperformance Ventas"
"229231158";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796240";"000229231158001";"E-Commerce";"Community"
"228949754";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779460";"000228949754001";"E-Commerce";"Community"
